BankruptcyDate,FilingDate,FilingType,BankruptcyChapter,CourtName,CaseNumber,AccessionNumber,FilingURL,CIK,CompanyName,exchange,IndustrySICCode,FiscalYearEnd,BusinessAddressState,BusinessAddressZIPCode,BusinessAddressCity,BusinessAddressStreet,BusinessAddressHouseNumber,StateOfIncorporation,Website,InvestorWebsite,SIC,SICDescription
2024-10-31,2024-11-01,8-K,,,,0001213900-24-093567,https://www.sec.gov/Archives/edgar/data/1795091/000121390024093567/0001213900-24-093567.txt,0001795091,"OS Therapies Inc  (OSTX)  (CIK 0001795091)",NYSE,2834,,,,ROCKVILLE,"SHADY GROVE ROAD SUITE 135",15825,DE,,,2834,"Pharmaceutical Preparations"
2024-04-26,2024-04-29,8-K,,,,0001193125-24-120153,https://www.sec.gov/Archives/edgar/data/1878897/000119312524120153/0001193125-24-120153.txt,0001878897,"Douglas Elliman Inc.  (DOUG)  (CIK 0001878897)",NYSE,6531,,,,MIAMI,"BISCAYNE BLVD FLOOR 10",4400,DE,,,6531,"Real Estate Agents & Managers (For Others)"
,2024-01-31,8-K,,,,0001193125-24-021071,https://www.sec.gov/Archives/edgar/data/1133421/000119312524021071/0001193125-24-021071.txt,0001133421,"NORTHROP GRUMMAN CORP /DE/  (NOC)  (CIK 0001133421)",NYSE,3812,,,,"FALLS CHURCH","FAIRVIEW PARK DRIVE C/O NORTHROP GRUMMAN CORP",2980,,,,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys"
2024-04-01,2024-04-04,8-K,,,,0001104659-24-043233,https://www.sec.gov/Archives/edgar/data/1130598/000110465924043233/0001104659-24-043233.txt,0001130598,"Traws Pharma, Inc.  (TRAW)  (CIK 0001130598)",Nasdaq,2834,,,,NEWTOWN,"PENNS TRAIL",12,DE,,,2834,"Pharmaceutical Preparations"
2024-02-07,2024-02-08,8-K,,,,0001193125-24-028516,https://www.sec.gov/Archives/edgar/data/1849635/000119312524028516/0001193125-24-028516.txt,0001849635,"Digital World Acquisition Corp.  (DJT, DJTWW)  (CIK 0001849635)",Nasdaq,7370,,,,SARASOTA,"N. CATTLEMEN RD. STE. 200",401,FL,,,7370,"Services-Computer Programming, Data Processing, Etc."
2024-02-27,2024-02-28,8-K,,,,0001140361-24-009956,https://www.sec.gov/Archives/edgar/data/108985/000114036124009956/0001140361-24-009956.txt,0000108985,"YORK WATER CO  (YORW)  (CIK 0000108985)",Nasdaq,4941,,,,YORK,"E MARKET ST",130,PA,,,4941,"Water Supply"
2024-03-01,2024-03-05,8-K,,,t,0000352541-24-000026,https://www.sec.gov/Archives/edgar/data/352541/000035254124000026/0000352541-24-000026.txt,0000352541,"ALLIANT ENERGY CORP  (LNT)  (CIK 0000352541)",Nasdaq,4931,,,,MADISON,"NORTH BILTMORE LANE SUITE 1000",4902,WI,,,4931,"Electric & Other Services Combined"
2024-10-17,2024-10-18,8-K,,,,0001140361-24-043648,https://www.sec.gov/Archives/edgar/data/1423774/000114036124043648/0001140361-24-043648.txt,0001423774,"ZUORA INC  (ZUO)  (CIK 0001423774)",,7372,,,,"REDWOOD CITY","REDWOOD SHORES PARKWAY",101,DE,,,7372,"Services-Prepackaged Software"
2023-04-01,2024-11-25,8-K,,,later,0001193125-24-264686,https://www.sec.gov/Archives/edgar/data/1819974/000119312524264686/0001193125-24-264686.txt,0001819974,"SkyWater Technology, Inc  (SKYT)  (CIK 0001819974)",Nasdaq,3674,,,,BLOOMINGTON,"EAST 86TH STREET",2401,DE,,,3674,"Semiconductors & Related Devices"
2024-03-22,2024-03-29,8-K,,,,0001493152-24-011832,https://www.sec.gov/Archives/edgar/data/1725911/000149315224011832/0001493152-24-011832.txt,0001725911,"NetBrands Corp.  (NBND)  (CIK 0001725911)",OTC,2050,,,,"ISLAND PARK","AUSTIN BOULEVARD SUITE B",4042,DE,,,2050,"Bakery Products"
2024-02-02,2024-02-08,8-K,,,,0001213900-24-011711,https://www.sec.gov/Archives/edgar/data/1881551/000121390024011711/0001213900-24-011711.txt,0001881551,"Solidion Technology Inc.  (STI)  (CIK 0001881551)",Nasdaq,3690,,,,DALLAS,"NOEL ROAD SUITE 1100",13355,DE,,,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
2024-10-09,2024-10-11,8-K,,,,0001580670-24-000043,https://www.sec.gov/Archives/edgar/data/1580670/000158067024000043/0001580670-24-000043.txt,0001580670,"LGI Homes, Inc.  (LGIH)  (CIK 0001580670)",Nasdaq,1531,,,,"THE WOODLANDS","LAKE ROBBINS DRIVE, SUITE 430",1450,DE,,,1531,"Operative Builders"
2024-05-17,2024-05-17,8-K,,,later,0001193125-24-141739,https://www.sec.gov/Archives/edgar/data/49826/000119312524141739/0001193125-24-141739.txt,0000049826,"ILLINOIS TOOL WORKS INC  (ITW)  (CIK 0000049826)",NYSE,3560,,,,GLENVIEW,"HARLEM AVENUE",155,DE,,,3560,"General Industrial Machinery & Equipment"
2024-08-12,2024-08-14,8-K,,,notice,0001437749-24-026888,https://www.sec.gov/Archives/edgar/data/1719406/000143774924026888/0001437749-24-026888.txt,0001719406,"NRX Pharmaceuticals, Inc.  (NRXP, NRXPW)  (CIK 0001719406)",Nasdaq,2834,,,,WILMINGTON,"ORANGE STREET SUITE 600",1201,DE,,,2834,"Pharmaceutical Preparations"
2024-07-12,2024-07-15,8-K,"Chapter 11",,t,0001558370-24-009815,https://www.sec.gov/Archives/edgar/data/795403/000155837024009815/0001558370-24-009815.txt,0000795403,"WATTS WATER TECHNOLOGIES INC  (WTS)  (CIK 0000795403)",NYSE,3490,,,,"NORTH ANDOVER","CHESTNUT ST",815,DE,,,3490,"Miscellaneous Fabricated Metal Products"
2024-05-16,2024-05-21,8-K,,,,0001493152-24-020891,https://www.sec.gov/Archives/edgar/data/1534708/000149315224020891/0001493152-24-020891.txt,0001534708,"Eastside Distilling, Inc.  (EAST)  (CIK 0001534708)",Nasdaq,6162,,,,PROVIDENCE,"VALLEY STREET, SUITE 225",188,NV,,,6162,"Mortgage Bankers & Loan Correspondents"
2024-10-07,2024-10-07,8-K,,,,0000950170-24-113091,https://www.sec.gov/Archives/edgar/data/1800315/000095017024113091/0000950170-24-113091.txt,0001800315,"Galecto, Inc.  (GLTO)  (CIK 0001800315)",Nasdaq,2834,,,,BOSTON,"STATE STREET SUITE 100",75,DE,,,2834,"Pharmaceutical Preparations"
,2024-05-01,8-K,,,,0001193125-24-127073,https://www.sec.gov/Archives/edgar/data/1635327/000119312524127073/0001193125-24-127073.txt,0001635327,"Flutter Entertainment plc  (FLUT)  (CIK 0001635327)",NYSE,7370,,,,"NEW YORK","MADISON AVENUE",ONE,L2,,,7370,"Services-Computer Programming, Data Processing, Etc."
2024-02-12,2024-02-14,8-K,,,,0001104659-24-023831,https://www.sec.gov/Archives/edgar/data/1001250/000110465924023831/0001104659-24-023831.txt,0001001250,"ESTEE LAUDER COMPANIES INC  (EL)  (CIK 0001001250)",NYSE,2844,,,,"NEW YORK","FIFTH AVE",767,DE,,,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
2024-01-04,2024-01-09,8-K,,,,0001104659-24-002537,https://www.sec.gov/Archives/edgar/data/1567892/000110465924002537/0001104659-24-002537.txt,0001567892,"Mallinckrodt plc  (CIK 0001567892)",,2834,,,,"DUBLIN 15","BUSINESS & TECHNOLOGY PARK CRUISERATH, BLANCHARDSTOWN",COLLEGE,L2,,,2834,"Pharmaceutical Preparations"
2024-03-29,2024-04-08,8-K,,,,0001104659-24-044636,https://www.sec.gov/Archives/edgar/data/1852019/000110465924044636/0001104659-24-044636.txt,0001852019,"IX Acquisition Corp.  (IXAQ, IXAQU, IXAQW)  (CIK 0001852019)",OTC,4899,,,,LONDON,"124, SALAMANCA STREET",ARCH,E9,,,4899,"Communications Services, NEC"
2024-06-21,2024-06-21,8-K,,,,0001079973-24-000950,https://www.sec.gov/Archives/edgar/data/1350102/000107997324000950/0001079973-24-000950.txt,0001350102,"Ascent Solar Technologies, Inc.  (ASTI)  (CIK 0001350102)",Nasdaq,3674,,,,THORNTON,"GRANT STREET",12300,DE,,,3674,"Semiconductors & Related Devices"
2024-07-19,2024-07-19,8-K,,,,0001437749-24-023037,https://www.sec.gov/Archives/edgar/data/1120970/000143774924023037/0001437749-24-023037.txt,0001120970,"Comstock Inc.  (LODE)  (CIK 0001120970)",NYSE,2860,,,,"VIRGINIA CITY,","AMERICAN FLAT ROAD PO BOX 1118",117,NV,,,2860,"Industrial Organic Chemicals"
2024-03-28,2024-03-28,8-K,,,,0001193125-24-080874,https://www.sec.gov/Archives/edgar/data/1623526/000119312524080874/0001193125-24-080874.txt,0001623526,"Stoke Therapeutics, Inc.  (STOK)  (CIK 0001623526)",Nasdaq,2834,,,,BEDFORD,"WIGGINS AVENUE",45,DE,,,2834,"Pharmaceutical Preparations"
